,Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Number
414,2015,8,Nou Barris,50,les Roquetes,Female,433
415,2015,8,Nou Barris,51,Verdun,Female,316
416,2015,8,Nou Barris,52,la Prosperitat,Female,564
417,2015,8,Nou Barris,53,la Trinitat Nova,Female,191
418,2015,8,Nou Barris,54,Torre Baró,Female,71
419,2015,8,Nou Barris,55,Ciutat Meridiana,Female,297
420,2015,8,Nou Barris,56,Vallbona,Female,36
421,2015,9,Sant Andreu,57,la Trinitat Vella,Female,287
422,2015,9,Sant Andreu,58,Baró de Viver,Female,49
423,2015,9,Sant Andreu,59,el Bon Pastor,Female,269
